,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,RuralUrbanIndicator,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessAmount,ForgivenessDate
708545,4764717102,04/13/2020,CORE PROGRESSION LLC,2525 S COLUMBINE ST,80210-6116,03/24/2021,Paid in Full,24,40782.01,40782.01,0.0,U,Existing or more than 2 years old,CO-01,11.0,Unanswered,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,41115.06,02/09/2021
708551,1281617305,04/28/2020,BFN INC,5885 STAPLETON DR N C-308,80216-3318,02/20/2021,Paid in Full,24,40762.0,40762.0,0.0,U,New Business or 2 years or less,CO-01,4.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,41041.19,01/07/2021
708591,7652247309,04/30/2020,SAINT MICHAEL & ALL ANGELS CHURCH,1400 S University Blvd,80210-2407,08/05/2021,Paid in Full,24,40717.0,40717.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,41171.67,06/15/2021
708611,3448977408,05/07/2020,DAVID NAILS & SPA LLC,4978 TOWER RD,80249,10/06/2021,Paid in Full,24,40700.0,40700.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,41258.49,09/21/2021
708618,5691127007,04/06/2020,"ASCENT MEDIA, LLC",7600 E. EASTMAN AVE #405,80231-4370,12/12/2020,Paid in Full,24,40700.0,40700.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40946.46,11/20/2020
708619,5718287108,04/13/2020,KAROLIE CORPORATION,5100 E Colfax Avenue,80220-1302,07/17/2021,Paid in Full,24,40700.0,40700.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,41179.36,06/16/2021
708627,7707447003,04/08/2020,AEGIS SURVEYING INC,3395 Yates St,80212-1805,08/10/2021,Paid in Full,24,40700.0,40700.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,41197.44,07/02/2021
708630,8531307007,04/08/2020,ROWEN INC,1550 Larimer St,80202-1602,05/18/2021,Paid in Full,24,40700.0,40700.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,White,Not Hispanic or Latino,Subchapter S Corporation,Unanswered,Unanswered,41125.09,04/29/2021
708631,8699757006,04/08/2020,STYRIA BAKERY INC,5650 N Washington St,80216,08/10/2021,Paid in Full,24,40700.0,40700.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,White,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,41195.18,07/06/2021
708645,7801207302,04/30/2020,CWP PARKWOOD PLAZA JV LLC,1436 SOUTH IRVING STREET,80219,05/08/2021,Paid in Full,24,40685.0,40685.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,41051.72,04/01/2021
708649,4287567700,05/01/2020,BITACH MANAGEMENT INC,3837 MONACO PKWY,80207,07/13/2021,Paid in Full,24,40679.0,40679.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,41129.26,06/15/2021
708655,3833447703,05/01/2020,VOGEL &AMP; ASSOCIATES,475 W 12TH AVE SUITE E,80204,06/09/2021,Paid in Full,24,40658.0,40658.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,41086.86,05/27/2021
708678,8281367707,05/01/2020,"OLYMPIC MARKETING SOLUTIONS, LLC",751 NEWPORT ST,80220,02/25/2021,Paid in Full,24,40622.0,40622.0,0.0,U,New Business or 2 years or less,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40897.33,01/07/2021
708712,9499867004,04/09/2020,"ELEMENT CUSTOM BUILDERS, INC",2765 S. Colorado Blvd S-205,80210,11/19/2020,Paid in Full,60,40600.0,40600.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,40814.68,10/26/2020
708715,3830317704,05/01/2020,AFRICA DIRECT INC,2300 KRAMERIA ST,80207,04/10/2021,Paid in Full,24,40598.0,40598.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40957.26,03/29/2021
708728,4080007710,05/01/2020,BRONCO DISTRIBUTION,5763 LOGAN COURT,80216,10/21/2021,Paid in Full,24,40572.0,40572.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,41105.55,09/08/2021
708730,3465277303,04/29/2020,NATIONAL CAR CHARGING LLC,209 Kalamath St Ste 3,80223,05/25/2021,Paid in Full,24,40565.0,40565.0,0.0,U,Unanswered,CO-01,3.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,40950.37,04/15/2021
708745,2214017906,06/11/2020,AERO FLEET ONE CORPORATION,2500 17TH ST,80211-3934,11/20/2021,Paid in Full,60,40537.0,40537.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,41088.75,10/18/2021
708751,2328877403,05/05/2020,ATS CORPORATION,975 East 58th Ave C,80123,,Exemption 4,2,40532.0,40532.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,,
708761,7440337702,05/01/2020,DJ ENERGY LLC,1776 JACKSON ST S,80210,02/25/2021,Paid in Full,24,40510.0,40510.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40786.82,01/07/2021
708769,2578797210,04/16/2020,"TCOD, LLC",2000 S COLORADO BLVD ANNEX BUILDING,80222,12/09/2020,Paid in Full,24,40500.0,40500.0,0.0,U,New Business or 2 years or less,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40737.45,11/23/2020
708773,3895517205,04/27/2020,SIDHU INC,2299 West Alameda Ave,80223,03/09/2021,Paid in Full,24,40500.0,40500.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,40782.38,01/07/2021
708776,4911207103,04/13/2020,ROCKY MOUNTAIN INNOVATIONS LLC,1777 Wewatta Street,80202-6315,01/21/2021,Paid in Full,24,40500.0,40500.0,0.0,U,Unanswered,CO-01,2.0,Asian,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,40749.66,12/07/2020
708782,6126997110,04/14/2020,"ART FROM ASHES, INC",1310 W 10TH AVE,80204-3908,01/15/2021,Paid in Full,24,40500.0,40500.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,40784.62,12/31/2020
708788,8462957107,04/15/2020,AMETHYST COFFEE COMPANY LLC,1111 BROADWAY ST STE 101,80203,06/23/2021,Paid in Full,24,40500.0,40500.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,Unanswered,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,40907.25,05/05/2021
708794,4480647702,05/01/2020,OIL TOOL SOLUTIONS LLC,66 S. LOGAN STREET SUITE 111,80209,07/14/2021,Paid in Full,24,40496.0,40496.0,0.0,U,New Business or 2 years or less,CO-01,5.0,Unanswered,Unknown/NotStated,Corporation,Male Owned,Non-Veteran,40933.13,06/08/2021
708797,8209377705,05/01/2020,BUSINESS CARD SERVICES LLC,2620 2ND AVE W,80219,03/23/2021,Paid in Full,24,40495.0,40495.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,36700.79,11/25/2020
708798,4579357306,04/29/2020,CHRIST CHURCH UNITED METHODIST,690 Colorado Blvd,80206-4530,06/09/2021,Paid in Full,24,40494.47,40494.47,0.0,U,Unanswered,CO-01,7.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,40754.08,01/11/2021
708812,6165367809,05/31/2020,AAANBWALLACE INC,15004 OLMSTED DR,80239-3835,,Exemption 4,24,40465.0,40465.0,0.0,U,Unanswered,CO-01,7.0,Black or African American,Not Hispanic or Latino,Corporation,Male Owned,Veteran,,
708838,3870727703,05/01/2020,ECOSYSTEMS INC,8200 E PACIFIC PL 401,80231,10/20/2021,Paid in Full,24,40417.0,40417.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40966.23,09/15/2021
708865,6804107210,04/28/2020,REBUS ENERGY SOLUTIONS LLC,3801 E FLORIDA AVE STE 915,80210-2549,01/15/2021,Paid in Full,24,40400.0,40400.0,0.0,U,New Business or 2 years or less,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40649.13,12/08/2020
708868,7675157004,04/08/2020,"REED IMMIGRATION, LLC",2325 W. 72ND AVE,80221-3101,06/12/2021,Paid in Full,24,40400.0,40400.0,0.0,U,Existing or more than 2 years old,CO-07,4.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,40851.13,05/25/2021
708892,6362017209,04/28/2020,PRIMA CAPITAL LLC,2410 PO BOX,80201-2410,01/14/2021,Paid in Full,24,40362.0,40362.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40590.72,11/27/2020
708895,2778627101,04/11/2020,MOJO ILLUMINATION LLC,1501 West 124th Drive,80234-1707,06/24/2021,Paid in Full,24,40354.0,40354.0,0.0,U,Existing or more than 2 years old,CO-07,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40778.55,05/12/2021
708909,3270427104,04/11/2020,"KEVIN NAYYAR, INC.",2500 E 88th Ave.,80229-5108,03/19/2021,Paid in Full,24,40322.0,40322.0,0.0,U,Unanswered,CO-07,8.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,32509.73,11/19/2020
708919,3025728201,08/03/2020,WILLIAM MCMILLAN,512 CLAYTON ST,80206-4233,08/18/2021,Paid in Full,60,40309.29,40309.29,0.0,U,Unanswered,CO-01,1.0,Unanswered,Unknown/NotStated,Independent Contractors,Unanswered,Unanswered,40693.61,07/20/2021
708939,6306357103,04/14/2020,COURTYARD ESTATES COLORADO SPRINGS LLC,2866 S ADAMS ST,80210-6504,06/30/2020,Paid in Full,24,40300.0,40300.0,0.0,U,Existing or more than 2 years old,CO-01,13.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,,
708943,6489397008,04/07/2020,THE GARY LAND COMPANY LLC,1515 WYNKOOP ST STE 700,80202-1129,07/09/2021,Paid in Full,24,40300.0,40300.0,0.0,U,Existing or more than 2 years old,CO-01,24.0,Unanswered,Unknown/NotStated,Partnership,Unanswered,Unanswered,40769.05,06/10/2021
708945,7132707105,04/14/2020,BIOVISION ENDOSCOPY LLC,2525 15th Street Unit 1A,80211-3901,12/18/2020,Paid in Full,24,40300.0,40300.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,38527.7,11/20/2020
708977,1229887700,05/01/2020,LEAP DANCE STUDIO LLC,1558 UTICA ST,80204,05/20/2021,Paid in Full,24,40250.0,40250.0,0.0,U,Existing or more than 2 years old,CO-01,11.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,40615.96,04/01/2021
708987,7260807704,05/01/2020,THE FACE PHARMACY,6030 DARTMOUTH AVE E,80222,,Exemption 4,24,40233.0,40233.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,20991.56,02/10/2021
709021,5817487202,04/27/2020,"FAIRWAY ASSET MANAGEMENT, LLC",100 SAINT PAUL ST #305,80206-5136,06/12/2021,Paid in Full,24,40200.0,40200.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Male Owned,Unanswered,40613.17,05/05/2021
709046,4652447208,04/27/2020,MEADOW HILL PARTNERS INC,2979 S GARFIELD ST,80210,04/10/2021,Paid in Full,24,40188.0,40188.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,40515.01,02/26/2021
709056,8951988102,07/27/2020,"RICHARD F SPIEGLE, PSY DPC","600 S. Cherry St., Suite 31",80246-1700,04/08/2021,Paid in Full,60,40153.37,40153.37,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40385.49,03/03/2021
709066,9966317308,05/03/2020,EVEREST ENTERPRISES INC,2950 WEST EVANS AVENUE,80219,02/16/2022,Paid in Full,24,60497.0,40136.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40789.17,01/11/2022
709122,9983177305,05/03/2020,EL TORO RESTAURANT INC,4957 COLORADO BLVD,80216,10/21/2021,Paid in Full,24,40064.0,40064.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40613.92,09/21/2021
709125,7134457008,04/07/2020,ERIC CARLSON FAMILY INSURANCE LLC,1555 S Kipling Pkwy Unit C,80232-6236,02/18/2022,Paid in Full,24,7800.0,40060.0,0.0,U,New Business or 2 years or less,CO-07,4.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,40469.38,05/06/2021
709160,4856377703,05/01/2020,J B J HOLDING CORPORATION,5082 E. HAMPDEN AVE. #289,80222,07/14/2021,Paid in Full,24,40004.0,40004.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40457.74,06/25/2021
709171,1457297702,05/01/2020,BRIAN GEORGE MCPHERSON,8673 E ILIFF DR,80231,08/19/2021,Paid in Full,24,40000.0,40000.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,40476.93,07/14/2021
709173,1476237407,05/04/2020,METER & VALVE CO,2651 S ZURICH CT,80219,09/23/2021,Paid in Full,24,40000.0,40000.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Veteran,40504.44,08/03/2021
709175,1553687701,05/01/2020,ROOSTER SOCKS FURNITURE,1105 W Custer Pl,80223,09/30/2021,Paid in Full,24,40000.0,40000.0,0.0,U,Existing or more than 2 years old,CO-01,50.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40480.2,07/19/2021
709209,2972557108,04/11/2020,CASA DEL SOL APRTMENTS,860 CLERMONT ST,80220-3806,07/09/2021,Paid in Full,24,40000.0,40000.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Limited Liability Partnership,Unanswered,Unanswered,40461.11,06/10/2021
709218,3439128209,08/04/2020,INVISIBLE CITY LLC,574 Pennsylvania Street,80203,08/17/2021,Paid in Full,60,40000.0,40000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40366.67,07/21/2021
709226,4072187707,05/01/2020,TRANSLATUM INC,2212 MONACO PKWY,80207,02/11/2021,Paid in Full,24,40000.0,40000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,40269.59,01/08/2021
709233,4602317108,04/13/2020,DUNCAN ENTERTAINMENT INC.,6803 W Alameda Ave,80226,06/24/2021,Paid in Full,24,40000.0,40000.0,0.0,U,Existing or more than 2 years old,CO-07,30.0,White,Hispanic or Latino,Corporation,Male Owned,Non-Veteran,40419.73,05/18/2021
709271,7280807701,05/01/2020,"OGR, INC",5475 PEORIA ST,80239,01/22/2021,Paid in Full,24,40000.0,40000.0,0.0,U,New Business or 2 years or less,CO-01,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40255.56,12/22/2020
709325,9853677206,04/28/2020,"SUPERFRUIT REPUBLIC, LLC",1776 Broadway,80202,02/01/2022,Paid in Full,24,40000.0,40000.0,0.0,U,Unanswered,CO-01,12.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40418.89,05/11/2021
709328,9939507006,04/09/2020,ELLEN REILLY LAW FIRM LLC,"1888 N Sherman St, Ste 200",80203-1118,04/20/2021,Paid in Full,24,40000.0,40000.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Female Owned,Unanswered,40370.0,03/17/2021
709332,4723567305,04/30/2020,AAA METRIC SUPPLY LLC,822 E 78TH AVE,80229,02/01/2022,Paid in Full,24,39995.0,39995.0,0.0,U,New Business or 2 years or less,CO-07,4.0,Asian,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,40398.28,05/06/2021
709352,2483867204,04/16/2020,COLORADO YOUTH CORPS ASSOCIATION,1640 GRANT ST STE 210,80203,04/22/2021,Paid in Full,24,39962.0,39962.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40324.26,03/17/2021
709356,2387637706,05/01/2020,"P A WEISS, INC",716 MONACO PKWY,80220,08/20/2021,Paid in Full,24,39957.0,39957.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,40444.3,07/26/2021
709426,7869827100,04/14/2020,"CENTER OF SURGICAL SPECIALISTS, PC",9351 Grant Street Ste. 400,80229,04/23/2021,Paid in Full,60,39900.0,39900.0,0.0,U,Existing or more than 2 years old,CO-07,3.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40234.5,02/17/2021
709429,9057117103,04/15/2020,TENDERCARE LLC,3241 S Mabry way,80236,09/24/2021,Paid in Full,60,39900.0,39900.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40425.81,08/16/2021
709438,3210767709,05/01/2020,DENVER SEARCH LLC DBA ELEPHANT HEAD SOFTWARE,1015 S MILWAUKEE WAY,80209,02/18/2021,Paid in Full,24,39890.0,39890.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40161.47,01/07/2021
709470,4580007706,05/01/2020,SUGAR BAKESHOP LLC,27 NORTH BROADWAY UNIT B,80203,05/08/2021,Paid in Full,24,39833.0,39833.0,0.0,U,Existing or more than 2 years old,CO-01,13.0,Unanswered,Not Hispanic or Latino,Corporation,Female Owned,Unanswered,40213.87,04/21/2021
709473,2850707706,05/01/2020,INFINIUM INVESTMENT ADVISORS LLC,50 S STEELE ST STE 830,80209,04/22/2021,Paid in Full,24,39827.0,39827.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40181.53,03/25/2021
709480,2419757201,04/16/2020,STRANGE BREWING COMPANY LLC,1330 ZUNI ST Unit M,80204-2327,02/10/2021,Paid in Full,24,39807.0,39807.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40092.74,01/12/2021
709482,8341977705,05/01/2020,"ZOLARIUM, LLC",2808 6TH AVE E,80206,03/20/2021,Paid in Full,24,39807.0,39807.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,32995.64,11/30/2020
709496,6652597206,04/28/2020,"GUARDIAN RESIDENTIAL, LLC",8246 E NORTHFIELD BLVD,80238-3118,02/19/2022,Paid in Full,24,39800.0,39800.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,40260.15,06/28/2021
709506,8839687001,04/08/2020,"OLSON REALTY GROUP, INCO",1845 S Emerson St,80210-3209,05/18/2021,Paid in Full,24,39850.0,39800.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Cooperative,Unanswered,Unanswered,40185.84,04/01/2021
709521,8304477709,05/01/2020,COLLABORATIVE HEALING INITIATIVE WITHIN,2101 MARION ST N,80205,09/28/2021,Paid in Full,24,39791.0,39791.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,40319.34,08/27/2021
709523,9365677403,05/20/2020,VISCO VENTURES LLC,2000 S COLORADO BLVD #760,80222-7900,,Exemption 4,24,39790.0,39790.0,0.0,U,New Business or 2 years or less,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,,
709557,8533687303,05/01/2020,FRONT RANGE SEWER SERVICE INC,2186 HOLLY ST S,80222,07/13/2021,Paid in Full,24,39717.0,39717.0,0.0,U,New Business or 2 years or less,CO-01,8.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,40151.68,06/10/2021
709567,1876297304,04/28/2020,SAINT THOMAS EPISCOPAL CHURCH,2201 Dexter St,80207,04/20/2021,Paid in Full,24,39700.0,39700.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,40070.53,04/02/2021
709575,4509407008,04/03/2020,WEISCO MOTORCARS LTD,COLFAX AVE,80220-1804,03/23/2021,Paid in Full,24,39700.0,39700.0,0.0,U,Existing or more than 2 years old,CO-01,5.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,34944.83,12/28/2020
709576,4981777007,04/04/2020,"TRACTION, LLC",3538 Alcott,80211,01/14/2021,Paid in Full,24,39700.0,39700.0,0.0,U,New Business or 2 years or less,CO-01,5.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,39924.97,11/05/2020
709579,6489667104,04/14/2020,DJUNA LLC,1824 S BROADWAY,80210-3104,06/12/2021,Paid in Full,24,39700.0,39700.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,White,Unknown/NotStated,Limited  Liability Company(LLC),Female Owned,Non-Veteran,40127.88,05/17/2021
709583,7437837110,04/14/2020,"BONTERRA LAKESIDE APARTMENTS, LLC",140 E 19TH AVENUE SUITE 700,80203,12/09/2020,Paid in Full,24,39700.0,39700.0,0.0,U,Existing or more than 2 years old,CO-01,4.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,39930.59,11/19/2020
709592,8867157003,04/09/2020,HOLLIS & HONSTEIN P.C.,2750 s WADSWORTH BLVD,80227-3400,05/18/2021,Paid in Full,24,39700.0,39700.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,White,Hispanic or Latino,Corporation,Female Owned,Non-Veteran,40088.18,04/08/2021
